index,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10822,Beautiful Studio/Doorman Building/43 St & 2 Ave,1475015,Mike,Manhattan,Murray Hill,40.74544,-73.9748,Entire home/apt,83,30,1,11/08/2018,0.09,52,311
10823,136 Apt 7,159435936,Jonathan,Manhattan,Upper West Side,40.78833,-73.97182,Entire home/apt,85,30,2,26/02/2019,0.44,3,118
10824,Modern& Pretty Bedroom UpperBest!!!!,33064599,Yukee,Manhattan,Upper West Side,40.80168,-73.96543,Private room,59,3,68,19/04/2019,1.42,6,319
10825,Private Green Apple Brownstone Studio Harlem NYC,7202412,Ephraim,Manhattan,Harlem,40.81589,-73.94648,Entire home/apt,110,4,125,20/06/2019,3.37,4,44
10826,Sun Lit Room in Ridgewood/Bushwick 25 mins to NYC,135280693,John,Queens,Ridgewood,40.70811,-73.91054,Private room,60,3,3,1/06/2019,1.15,2,264
10827,East Village,6530413,Chris,Manhattan,East Village,40.73237,-73.98918,Shared room,99,1,94,10/05/2015,1.46,1,0
10828,Little Oasis,95564806,Olvin,Brooklyn,Brownsville,40.6604,-73.91227,Private room,59,2,32,17/06/2019,2.85,3,0
10829,Bright and beautiful One bedroom apt in Soho.,261559275,Deb,Manhattan,SoHo,40.72646,-74.00213,Entire home/apt,250,2,1,14/05/2019,0.54,1,173
10830,Spacious and Sunny Bushwick Artist's Loft,153616576,Erica,Brooklyn,Bushwick,40.70795,-73.92039,Entire home/apt,250,1,0,,,1,188
10831,Fantastic loft space in Greenpoint,42905152,Charlotte,Brooklyn,Greenpoint,40.72268,-73.94163,Entire home/apt,160,10,0,,,1,42
10832,Private Room in prime UWS duplex!,21400083,Katherine,Manhattan,Upper West Side,40.78732,-73.97489,Private room,100,1,10,17/08/2016,0.21,1,0
10833,"Bright and airy, close to Central Park and museums",5679153,Harn,Manhattan,East Harlem,40.78973,-73.94965,Entire home/apt,50,4,17,6/06/2019,1.21,1,0
10834,"Quiet, Clean Room in Amazing Location!",2642093,Paloma,Brooklyn,Greenpoint,40.73124,-73.95527,Private room,75,5,1,4/10/2017,0.05,1,0
10835,Williamsburg Luxury - Penthouse Duplex,16638733,Steve,Brooklyn,Williamsburg,40.71988,-73.94239,Entire home/apt,149,4,0,,,1,0
10836,Bergen Beach Beauty,224365956,Marshall,Brooklyn,Bergen Beach,40.62221,-73.90975,Entire home/apt,49,3,20,30/06/2019,2.64,1,164
10837,Extra large downtown apartment,6590142,C,Manhattan,Financial District,40.70835,-74.00702,Entire home/apt,349,2,5,23/07/2016,0.13,1,0
10838,"Luxury Modern Spacious 1BR,1 block to subway",6447944,Richard,Manhattan,Upper West Side,40.79558,-73.96969,Entire home/apt,155,1,21,1/07/2018,0.38,1,0
10839,1bd in a sunny 2 bd Ft. Greene Apt,26003292,Carrie,Brooklyn,Fort Greene,40.69454,-73.97166,Private room,63,1,104,23/06/2019,2.16,1,11
10840,The Artist's House (with roof garden!),18007776,Tyler,Brooklyn,Prospect-Lefferts Gardens,40.65698,-73.95761,Private room,45,14,8,9/06/2019,0.81,4,31
10841,Centrally located spacious 1-bedroom apartment,269401661,Nick,Manhattan,Murray Hill,40.74942,-73.9817,Entire home/apt,95,1,7,29/06/2019,7,1,54
10842,Midtown Convenience and Modern Comfort,66051549,Jenny,Manhattan,Midtown,40.7523,-73.97287,Private room,105,4,1,30/07/2017,0.04,1,0
10843,Awesome room and rooftop deck in East Williamsburg,27506975,Nick,Brooklyn,Williamsburg,40.70553,-73.94267,Private room,90,2,1,17/10/2016,0.03,1,0
10844,Lofty/Sunny Private Rm in Bushwick!,26330490,Sandy,Brooklyn,Bushwick,40.70479,-73.92316,Private room,40,7,5,9/08/2016,0.11,1,0
10845,Big bright apartment in hip neighborhood,21552055,Shelley,Brooklyn,Greenpoint,40.72594,-73.94852,Entire home/apt,150,1,4,17/02/2019,0.59,2,0
10846,Private Room in Spacious 3BR 2BA,2252514,April,Brooklyn,Prospect-Lefferts Gardens,40.65791,-73.95009,Private room,35,1,2,21/11/2016,0.06,1,0
10847,Bklyn Brownstone 2Bedroom Apartment w/Office Space,32992675,Hollie,Brooklyn,Bedford-Stuyvesant,40.68351,-73.93224,Entire home/apt,125,3,90,23/06/2019,1.88,1,155
10848,NEW HUGE 2 ROOMS TIMES SQ CHIC NY!!,48866651,Nissim,Manhattan,Hell's Kitchen,40.76465,-73.99499,Entire home/apt,70,30,1,14/11/2018,0.13,5,365
10849,Breezy Bushwick Apartment with Backyard,4392549,Eleanor,Brooklyn,Bushwick,40.69507,-73.92081,Entire home/apt,99,2,4,25/07/2016,0.11,1,0
10850,Cozy Apartment in Hell’s Kitchen,75998293,Nicolas,Manhattan,Hell's Kitchen,40.76475,-73.98662,Private room,160,8,1,7/05/2019,0.48,1,64
10851,Stunning Townhouse Studio by Bloomingdales,263126029,Dila,Manhattan,Upper East Side,40.76383,-73.9687,Entire home/apt,169,2,3,21/06/2019,2.65,1,7
10852,Ti me Square Stylish 1 Bedroom,3120156,Sag,Manhattan,Hell's Kitchen,40.7592,-73.99133,Entire home/apt,148,4,57,24/05/2019,0.69,1,0
10853,Private house with backyard overlooking park.,40160805,Cherokee,Queens,Flushing,40.75406,-73.80156,Entire home/apt,159,3,1,30/06/2019,1,1,78
10854,"Bright, Sunny, Clean Bedroom w/Private Bath 3MB",17555570,Yan,Brooklyn,Crown Heights,40.6695,-73.92226,Private room,63,1,66,22/06/2019,2.68,12,39
10855,Cozy Boutique Studio in Brooklyn,11950208,Luisa,Brooklyn,Bedford-Stuyvesant,40.68589,-73.95759,Entire home/apt,110,1,0,,,1,0
10856,Private bedroom in BedStuy!,43380791,Ali,Brooklyn,Bedford-Stuyvesant,40.68762,-73.92318,Private room,28,10,1,6/01/2016,0.02,1,0
10857,Spacious high-rise 1BD with an INCREDIBLE view!,38263259,Michelle,Manhattan,Harlem,40.81949,-73.95676,Entire home/apt,140,5,7,21/05/2018,0.16,1,0
10858,Renovated sunny 1br w/ private bath steps to train,39808438,Easton,Brooklyn,Bushwick,40.68947,-73.91544,Private room,45,2,30,27/03/2019,1.31,5,0
10859,In the heart of Williamsburg!,26414016,Guillermo,Brooklyn,Williamsburg,40.71806,-73.95775,Private room,73,1,4,2/10/2016,0.11,2,0
10860,Yoga Apartment next to La Guardia and Manhattan,89000911,Ursula,Queens,Jackson Heights,40.75533,-73.87804,Private room,40,1,81,27/05/2019,2.32,2,127
10861,15min:Manhattan 5 subway line takes you everywhere,19303369,Hiroki,Queens,Jackson Heights,40.74909,-73.89538,Private room,41,29,1,15/12/2018,0.15,37,1
10862,Small Room In Single Room Occupancy,244819285,Jamika,Manhattan,Greenwich Village,40.73535,-73.99525,Private room,100,3,6,16/05/2019,1.88,1,175
10863,Spacious & Bright 1 Bedroom in S. Williamsburg,246791914,Rep,Brooklyn,Williamsburg,40.71078,-73.96905,Entire home/apt,200,2,8,30/06/2019,2.67,1,2
10864,1 Bedroom Apartment Near ESB,211549023,Studioplus,Manhattan,Midtown,40.74747,-73.98668,Entire home/apt,260,2,7,13/06/2019,0.84,13,276
10865,Cozy UES bedroom with private bath,16572048,Melissa,Manhattan,Upper East Side,40.76574,-73.95915,Private room,80,5,5,7/09/2016,0.12,1,0
10866,A private bedroom in the Heart of the East Village,178520748,Linnea,Manhattan,East Village,40.73099,-73.98477,Private room,89,1,114,28/06/2019,7.97,1,38
10867,Cozy studio next to Wash Sq Park,5895282,Scott,Manhattan,Greenwich Village,40.73421,-73.9968,Entire home/apt,135,5,9,16/06/2017,0.29,1,0
10868,Brooklyn Palace,216437098,Trevor,Brooklyn,Bedford-Stuyvesant,40.68341,-73.92154,Entire home/apt,140,2,7,8/06/2019,1.23,2,281
10869,Park Slope House -private room -1 block from metro,4107826,Mike,Brooklyn,South Slope,40.66882,-73.98841,Private room,65,5,5,28/09/2016,0.14,1,0
10870,Furnished room in Manhattan Apt!,17842449,Marisa,Manhattan,Kips Bay,40.74068,-73.97848,Private room,40,30,0,,,1,83
10871,Spacious 2-bed Apt. Quiet w/garden.Family friendly,35852743,Vegard,Brooklyn,Crown Heights,40.67245,-73.94608,Entire home/apt,240,5,57,23/06/2019,2.83,1,179
10872,East 60s NYC. Heart of midtown manhattan,134749416,Amir,Manhattan,Upper East Side,40.76059,-73.9616,Shared room,209,3,0,,,1,30
10873,"#3 Bright And Cozy Room, 30 minutes to Manhattan",619942,Stacy & Simon,Brooklyn,Cypress Hills,40.6884,-73.87253,Private room,42,30,46,29/06/2019,1.97,6,202
10874,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,836168,Henry,Manhattan,Upper West Side,40.78065,-73.98253,Entire home/apt,500,30,17,16/04/2017,0.51,11,365
10875,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,69545883,Chayla,Manhattan,Midtown,40.75373,-73.97272,Private room,500,3,1,11/09/2017,0.05,12,365
10876,Apartment near Time Square,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76504,-73.99491,Entire home/apt,150,30,4,7/05/2019,0.12,31,339
10877,Upper East Side + 2 queen size bed,2433524,Daniel,Manhattan,Upper East Side,40.78125,-73.94851,Entire home/apt,250,3,0,,,1,0
10878,"Huge, modern 3-bed 2-bath, 20mins from Manhattan",29637078,Chris,Brooklyn,Bedford-Stuyvesant,40.68881,-73.9497,Entire home/apt,195,2,128,25/06/2019,3.77,1,93
10879,Traveller's Flat – Hell's Kitchen,12327430,Marco,Manhattan,Hell's Kitchen,40.76386,-73.99707,Entire home/apt,148,4,104,23/06/2019,2.7,2,145
10880,Piece Of Heaven,142447586,Winnie & Andy,Bronx,Williamsbridge,40.87906,-73.85987,Private room,35,3,0,,,4,0
10881,Bedroom in Spacious East Village Apt,10503555,Amanda,Manhattan,East Village,40.72717,-73.991,Private room,55,26,0,,,1,0
10882,"Peaceful, beautiful home away ",14337132,Norva,Manhattan,Harlem,40.80118,-73.95451,Entire home/apt,150,2,31,16/06/2019,0.54,1,0
10883,Private bedroom in 4 bedroom apt. in Tribeca,9299046,Frederik,Manhattan,Civic Center,40.71638,-74.00419,Private room,120,5,5,24/06/2019,0.6,1,25
10884,Monica’s cozy room,263994272,Morales,Brooklyn,Bedford-Stuyvesant,40.68538,-73.94637,Private room,140,1,0,,,3,364
10885,Modern Mulberry St Room for 1 Female Guest,33817646,A,Manhattan,Little Italy,40.71864,-73.99753,Private room,85,2,79,10/02/2019,1.7,1,0
10886,Waycross Vista Studio Apartment,56726605,Weisbrod,Brooklyn,Canarsie,40.64432,-73.90556,Entire home/apt,125,5,6,2/01/2019,0.44,3,90
10887,Renovated 1 bedroom in Bedstuy Brooklyn brownstone,4823243,Janelle,Brooklyn,Bedford-Stuyvesant,40.68317,-73.92777,Entire home/apt,139,2,9,7/04/2019,1.08,1,57
10888,Sunny & Spacious 1 bedroom in Williamsburg,187530856,Baris,Brooklyn,Williamsburg,40.70933,-73.94779,Entire home/apt,265,2,4,7/10/2018,0.29,2,89
10889,Beautiful Upper East Side 1 Bedroom Apt: King Size,41233448,Elizabet,Manhattan,Upper East Side,40.76975,-73.9524,Entire home/apt,260,6,2,25/12/2018,0.25,1,0
10890,Cute Apartment steps from Time Square,264805208,Mariel,Manhattan,Hell's Kitchen,40.75765,-73.99247,Entire home/apt,211,3,4,28/06/2019,4,1,56
10891,Beautiful Washington Heights Apt!,32158960,Rachel And Ari,Manhattan,Washington Heights,40.83562,-73.94581,Private room,90,1,0,,,1,0
10892,"New house in Rockaway Beach, NYC!",519720,Anna,Queens,Arverne,40.59425,-73.79506,Entire home/apt,150,2,2,11/03/2019,0.09,1,309
10893,A REAL New Yorkers  Wall St,2164138,Suzanne,Manhattan,Financial District,40.70633,-74.00974,Entire home/apt,265,4,33,25/11/2018,0.39,1,0
10894,Bluebird Hell's Kitchen 2-BR + Killer City Views,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76045,-73.99929,Entire home/apt,500,30,1,17/06/2018,0.08,18,365
10895,Charming Studio in West Chelsea,16055560,Catalina,Manhattan,Chelsea,40.7453,-74.00242,Entire home/apt,105,2,6,20/06/2016,0.16,1,0
10896,Cozy 1 Bedroom on Upper West Side,164724867,Kevin,Manhattan,Upper West Side,40.78922,-73.97398,Entire home/apt,175,2,8,2/06/2019,0.59,1,1
10897,Greenhouse APT,21764391,Jery & Dave,Brooklyn,Williamsburg,40.71166,-73.95739,Entire home/apt,200,3,7,15/01/2019,0.62,1,67
10898,"Clean, inviting apt.15min to NYC",24597265,Freda,Queens,Ditmars Steinway,40.77058,-73.91091,Entire home/apt,187,6,57,9/06/2019,1.33,8,275
10899,★Pvt Room in 4BR House ★ Backyard ★Laundry ★ Room1,49164956,Abena,Brooklyn,Bedford-Stuyvesant,40.67721,-73.91404,Private room,47,30,0,,,5,317
10900,Prospect Heights - Large Sunny Apt,345252,Thomas,Brooklyn,Crown Heights,40.6803,-73.96261,Entire home/apt,150,21,23,24/06/2019,0.57,3,0
10901,Spacious Brooklyn loft in Clinton Hill,4642506,Devin,Brooklyn,Bedford-Stuyvesant,40.69216,-73.96011,Private room,275,2,17,25/06/2019,0.92,1,72
10902,Manhattan Luxury Private Bedroom!,224317184,Luke,Manhattan,Inwood,40.86364,-73.92835,Private room,90,3,4,1/06/2019,1.85,8,237
10903,A Couch In East Williamsburg Near Train.,31621291,Elisabeth,Brooklyn,Williamsburg,40.70472,-73.93784,Shared room,38,1,236,30/06/2019,4.63,2,56
10904,Affordable and Cozy Room,33434914,Juan,Bronx,Parkchester,40.8298,-73.87715,Private room,40,2,62,24/06/2019,2.38,4,44
10905,You Deserve The Royal Treatment.,108433379,Percy,Bronx,Norwood,40.87692,-73.87427,Entire home/apt,130,5,0,,,1,89
10906,Best Memories  in ❤️ NYC,269757415,Alex,Manhattan,Hell's Kitchen,40.76516,-73.98817,Entire home/apt,350,1,4,29/06/2019,4,1,164
10907,Private room in east Williamsburg Brooklyn Loft,2948064,Anthony,Brooklyn,Williamsburg,40.70859,-73.93572,Private room,58,3,47,4/07/2019,4.26,2,188
10908,Luxury One Bedroom Apartment (Midtown Manhattan),230077977,Taisiya,Manhattan,Hell's Kitchen,40.76509,-73.99508,Entire home/apt,179,6,1,23/01/2019,0.18,1,3
10909,Cozy Blue Room,333897,Lane,Queens,Ridgewood,40.69385,-73.90296,Private room,50,1,50,1/06/2019,2.34,2,341
10910,"Sunny, spacious 1 bedroom apartment in Ridgewood!",5374258,Julia,Queens,Ridgewood,40.70545,-73.90393,Entire home/apt,100,4,7,14/01/2019,0.29,1,0
10911,Luxury Brooklyn + Roof Deck and Gym!,29950960,Erik,Brooklyn,Clinton Hill,40.68697,-73.9615,Private room,75,4,14,6/07/2019,0.54,1,10
10912,Duplex with private terrace in Williamsburg,11309938,Wei,Brooklyn,Williamsburg,40.7128,-73.96244,Entire home/apt,135,60,0,,,1,263
10913,"Brand new space ! ... safe, peaceful and relaxing.",194004304,Norjia,Manhattan,Washington Heights,40.84782,-73.93954,Private room,85,1,9,1/01/2019,0.79,1,80
10914,Prime Doorman Elevator  Huge One Bedroom 5238,16098958,Jeremy & Laura,Manhattan,Midtown,40.75609,-73.96684,Entire home/apt,220,30,0,,,96,336
10915,"Geek-Chic Full Apt in Sugar Hill, Manhattan!",7005192,James,Manhattan,Harlem,40.83088,-73.945,Entire home/apt,77,47,5,12/10/2018,0.18,1,188
10916,COZY ROOM TO CRASH,48049796,Chester,Manhattan,East Village,40.72935,-73.98441,Private room,100,1,10,13/06/2019,1.15,2,90
10917,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Rated,Manhattan,Midtown,40.74978,-73.96977,Entire home/apt,175,30,0,,,33,365
10918,Modern 1 Bdrm Apt in Mid Manhattan,393944,Guillermo,Manhattan,Murray Hill,40.74537,-73.97462,Entire home/apt,230,2,0,,,1,0
10919,Lovely Clinton Hill Bedroom,23124921,Kyle,Brooklyn,Clinton Hill,40.68973,-73.96073,Private room,65,2,2,16/08/2015,0.04,1,0
10920,Bear(D)Close to JFK&LGA&Citi Field&Subway#Parking,191571338,Geheng,Queens,Flushing,40.74544,-73.82244,Private room,48,1,74,7/07/2019,6.2,4,56
10921,Steps away from Manhattan!,55203569,Anna,Queens,Astoria,40.76752,-73.91433,Entire home/apt,250,3,13,26/06/2019,5.49,1,76
10922,Home SWEET Home for a day or 2,261563626,Jacqueline,Queens,St. Albans,40.68993,-73.75695,Private room,50,1,23,8/07/2019,12.11,1,356
10923,Luxury Wall St. Apartment Building,5120853,Mackenzie,Manhattan,Financial District,40.70433,-74.00782,Entire home/apt,175,2,2,8/07/2016,0.05,1,0
10924,Heart of Astoria 3 bedrooms apt,8994053,Alessandro,Queens,Long Island City,40.76187,-73.92762,Entire home/apt,190,2,65,1/07/2019,4.05,1,259
10925,Top Floor Fort Greene Park Manhattan Views!,270592883,Zori,Brooklyn,Fort Greene,40.688,-73.97008,Entire home/apt,199,2,1,7/07/2019,1,1,68
10926,Luxury new private studio one stop to Manhattan,272815283,Chen,Queens,Long Island City,40.74893,-73.93755,Entire home/apt,180,1,0,,,1,60
10927,Your stylish home in Park Slope,10713617,Liberty,Brooklyn,South Slope,40.66459,-73.98553,Entire home/apt,260,2,6,30/06/2019,0.4,1,1
10928,Huge 2 Bedrooms NYC ,10100413,A,Queens,Astoria,40.76266,-73.91451,Entire home/apt,150,1,89,20/01/2019,1.32,1,148
10929,Private studio in New York most artistic Bushwick,167024334,Mani,Brooklyn,Bushwick,40.70286,-73.92697,Entire home/apt,120,1,0,,,2,339
10930,COZY PRIVATE ROOM / PRIVATE BATHROOM IN BROOKLYN,36712060,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69634,-73.93445,Private room,50,2,4,2/07/2019,4,1,0
10931,Luxury Boutique Private  One-bedroom Apartment,109389069,Victoria,Brooklyn,Bushwick,40.69414,-73.92477,Entire home/apt,98,2,7,3/07/2019,3.33,1,4
10932,Cozy Escape in Brooklyn,124580765,Ruth,Brooklyn,Prospect-Lefferts Gardens,40.65932,-73.94179,Entire home/apt,129,2,86,30/06/2019,3.17,1,247
10933,Luxury Locale Sunny 1BR Suite,3906249,Page,Manhattan,Midtown,40.76412,-73.97666,Entire home/apt,170,7,83,23/06/2019,1.04,1,203
10934,Aysgarth Brooklyn,13061712,Cheryl,Brooklyn,Prospect Heights,40.68001,-73.96557,Entire home/apt,500,5,6,14/06/2019,0.34,1,177
10935,Charming Apartment on Central Park West!,84932767,Abigail,Manhattan,Upper West Side,40.78717,-73.96806,Entire home/apt,150,1,24,2/05/2019,1.08,1,27
10936,Green Oasis in East Williamsburg,38250741,Erin,Brooklyn,Williamsburg,40.70694,-73.94511,Private room,65,2,2,16/10/2017,0.09,1,0
10937,Gorgeous Dumbo 2-Bedroom w/ Incredible Views,245805416,Samantha,Brooklyn,DUMBO,40.70284,-73.99083,Entire home/apt,375,3,2,27/06/2019,2,1,242
10938,"Awesome 1 BR in multi-cultural Queens, sleeps 4!",18873232,Laura,Queens,Elmhurst,40.73319,-73.87782,Entire home/apt,150,3,7,7/01/2017,0.2,1,261
10939,UWS Bedroom with Rooftop Access!,379663,Kenya,Manhattan,Upper West Side,40.78763,-73.97308,Private room,129,3,5,26/09/2015,0.1,1,0
10940,Townhouse Apartment steps away from Central Park,51601657,Joe,Manhattan,Upper East Side,40.77735,-73.96222,Entire home/apt,425,3,50,28/06/2019,3.85,1,106
10941,Your NYC HOME! LRG 1 BED APT 20min from Manhattan,161497828,Matias,Brooklyn,Prospect-Lefferts Gardens,40.65534,-73.95644,Entire home/apt,100,2,2,2/01/2018,0.11,1,95
10942,Spacious Garden Apartment in Heart of Park Slope,9250639,Amy,Brooklyn,Park Slope,40.67622,-73.97953,Entire home/apt,125,2,7,30/06/2019,0.2,1,0
10943,East Village 2BR with view!,11165856,Jonathan,Manhattan,East Village,40.72358,-73.9867,Entire home/apt,100,10,0,,,1,0
10944,1000 Sq Ft HUGE apartment with Empire State views.,232648305,Josh,Manhattan,Kips Bay,40.74061,-73.98063,Entire home/apt,450,1,2,4/03/2019,0.32,1,89
10945,Beautiful LIC-Lush garden-Midtown1stop-Breakfast,259796664,Santi,Queens,Long Island City,40.75317,-73.93502,Private room,99,1,7,1/06/2019,3.44,10,352
10946,Our beautiful apt in Fort Greene,703023,Rebecca,Brooklyn,Fort Greene,40.69276,-73.97061,Entire home/apt,205,3,3,30/06/2019,0.06,1,0
10947,Spacious Bushwick BR; Yard! ~175ft to Subway,40883799,Amos,Brooklyn,Bushwick,40.70518,-73.92165,Private room,65,1,52,29/06/2019,1.7,3,179
10948,Spacious room in historic brownstone,60404912,Ira,Brooklyn,Flatbush,40.64235,-73.95227,Private room,50,2,1,7/07/2019,1,1,7
10949,"Spacious, bright, living/bedroom",2455178,Nessa,Brooklyn,Flatbush,40.64145,-73.96642,Private room,55,5,6,14/11/2016,0.17,1,0
10950,"Large Comfy 2Bdrm Apt in Williamsburg, Brooklyn",193954973,Sean,Brooklyn,Williamsburg,40.71381,-73.95187,Entire home/apt,245,3,1,6/05/2019,0.47,3,257
10951,Quiet & Peaceful Upper West Escape,6648212,Mike,Manhattan,Morningside Heights,40.81509,-73.96019,Entire home/apt,120,4,4,30/05/2015,0.07,1,0
10952,Whole Floor In Cobble Hill,40206276,Jon,Brooklyn,Cobble Hill,40.6881,-73.99498,Entire home/apt,145,2,4,8/07/2016,0.09,1,0
10953,Cozy and Renovated Private Studio,44355774,Marco,Brooklyn,Prospect-Lefferts Gardens,40.66116,-73.96156,Entire home/apt,82,14,0,,,1,30
10954,"Full Bedroom Avaliable, Astoria",1411399,Carlos,Queens,Astoria,40.76615,-73.91325,Private room,99,1,6,17/06/2019,0.13,5,323
10955,"❥NYC Apt: 4min/subway, 25m/city, 20m/LGA,JFK❥",63272360,Annie Lawrence,Queens,Woodhaven,40.69482,-73.86618,Entire home/apt,85,3,0,,,6,300
10956,Sunny and Spacious Two Bedroom Duplex with Terrace,18254730,Valeria,Brooklyn,South Slope,40.66748,-73.98971,Entire home/apt,192,4,6,28/04/2019,0.14,1,8
10957,2C  Private Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,40.80749,-73.93803,Private room,50,1,103,31/05/2019,2.07,10,365
10958,Spring in Ditmas Park Brooklyn!!!,9872650,Patrick,Brooklyn,Flatbush,40.6406,-73.96195,Entire home/apt,70,4,26,19/05/2018,0.39,1,81
10959,Sonder | The Nash | Smart 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,Murray Hill,40.7472,-73.97418,Entire home/apt,192,29,0,,,327,363
10960,GIANT BUSHWICK ROOM - PRIVATE ACCESS - SHARED APT,40510005,Hugo,Brooklyn,Bushwick,40.68923,-73.9154,Private room,50,1,11,28/07/2017,0.44,1,0
10961,"Quiet, 2-Bedroom Haven in hip Crown Heights",3323956,Saxon,Brooklyn,Crown Heights,40.67522,-73.94677,Entire home/apt,79,4,2,11/02/2019,0.08,1,0
10962,43rd St. Time Square-cozy single bed,30985759,Taz,Manhattan,Hell's Kitchen,40.75751,-73.99112,Shared room,55,1,0,,,6,2
10963,PRIVATE ROOM W/BATH IN BK - MUST SEE,160057164,Patrick,Brooklyn,Crown Heights,40.67685,-73.93141,Private room,75,1,0,,,1,0
